 0.1000000E+01  0.1251013E-06  0.7081837E-06
 0.2000000E+01  0.1251352E-06  0.7081805E-06
 0.3000000E+01  0.1251501E-06  0.7081758E-06
 0.4000000E+01  0.1251603E-06  0.7081671E-06
 0.5000000E+01  0.1251724E-06  0.7081563E-06
 0.6000000E+01  0.1251880E-06  0.7081420E-06
 0.7000000E+01  0.1252071E-06  0.7081252E-06
 0.8000000E+01  0.1252290E-06  0.7081052E-06
 0.9000000E+01  0.1252537E-06  0.7080826E-06
 0.1000000E+02  0.1252810E-06  0.7080569E-06
 0.1100000E+02  0.1253109E-06  0.7080286E-06
 0.1200000E+02  0.1253433E-06  0.7079973E-06
 0.1300000E+02  0.1253782E-06  0.7079634E-06
 0.1400000E+02  0.1254155E-06  0.7079265E-06
 0.1500000E+02  0.1254553E-06  0.7078870E-06
 0.1600000E+02  0.1254974E-06  0.7078446E-06
 0.1700000E+02  0.1255418E-06  0.7077997E-06
 0.1800000E+02  0.1255885E-06  0.7077519E-06
 0.1900000E+02  0.1256374E-06  0.7077015E-06
 0.2000000E+02  0.1256884E-06  0.7076483E-06
 0.2100000E+02  0.1257417E-06  0.7075927E-06
 0.2200000E+02  0.1257970E-06  0.7075342E-06
 0.2300000E+02  0.1258543E-06  0.7074732E-06
 0.2400000E+02  0.1259137E-06  0.7074095E-06
 0.2500000E+02  0.1259750E-06  0.7073433E-06
 0.2600000E+02  0.1260383E-06  0.7072744E-06
 0.2700000E+02  0.1261035E-06  0.7072030E-06
 0.2800000E+02  0.1261705E-06  0.7071290E-06
 0.2900000E+02  0.1262393E-06  0.7070525E-06
 0.3000000E+02  0.1263100E-06  0.7069733E-06
 0.3100000E+02  0.1263823E-06  0.7068918E-06
 0.3200000E+02  0.1264564E-06  0.7068076E-06
 0.3300000E+02  0.1265322E-06  0.7067210E-06
 0.3400000E+02  0.1266096E-06  0.7066319E-06
 0.3500000E+02  0.1266887E-06  0.7065403E-06
 0.3600000E+02  0.1267693E-06  0.7064462E-06
 0.3700000E+02  0.1268515E-06  0.7063498E-06
 0.3800000E+02  0.1269353E-06  0.7062508E-06
 0.3900000E+02  0.1270205E-06  0.7061495E-06
 0.4000000E+02  0.1271072E-06  0.7060456E-06
 0.4100000E+02  0.1271954E-06  0.7059394E-06
 0.4200000E+02  0.1272850E-06  0.7058308E-06
 0.4300000E+02  0.1273760E-06  0.7057199E-06
 0.4400000E+02  0.1274683E-06  0.7056064E-06
 0.4500000E+02  0.1275621E-06  0.7054908E-06
 0.4600000E+02  0.1276571E-06  0.7053726E-06
 0.4700000E+02  0.1277535E-06  0.7052522E-06
 0.4800000E+02  0.1278512E-06  0.7051295E-06
 0.4900000E+02  0.1279502E-06  0.7050044E-06
 0.5000000E+02  0.1280504E-06  0.7048770E-06
 0.5100000E+02  0.1281518E-06  0.7047473E-06
 0.5200000E+02  0.1282545E-06  0.7046153E-06
 0.5300000E+02  0.1283584E-06  0.7044811E-06
 0.5400000E+02  0.1284635E-06  0.7043446E-06
 0.5500000E+02  0.1285698E-06  0.7042058E-06
 0.5600000E+02  0.1286772E-06  0.7040648E-06
 0.5700000E+02  0.1287858E-06  0.7039216E-06
 0.5800000E+02  0.1288956E-06  0.7037761E-06
 0.5900000E+02  0.1290065E-06  0.7036284E-06
 0.6000000E+02  0.1291185E-06  0.7034785E-06
 0.6100000E+02  0.1292316E-06  0.7033265E-06
 0.6200000E+02  0.1293459E-06  0.7031722E-06
 0.6300000E+02  0.1294612E-06  0.7030158E-06
 0.6400000E+02  0.1295776E-06  0.7028572E-06
 0.6500000E+02  0.1296952E-06  0.7026965E-06
 0.6600000E+02  0.1298138E-06  0.7025337E-06
