     2   0.140422208158E-09   0.484319751265E-14   0.248271078628E-18   0.382205519382E-12
     3   0.132768766548E-09   0.674690789470E-14   0.496020878117E-18   0.443686442307E-12
     4   0.125364910207E-09   0.643669847072E-14   0.826117521448E-18   0.429515087599E-12
     5   0.119758028224E-09   0.479359750630E-14   0.123876349968E-17   0.377232700248E-12
     6   0.115846879609E-09   0.297375276161E-14   0.173417905777E-17   0.312721735448E-12
     7   0.113287958606E-09   0.165942926115E-14   0.231252605250E-17   0.251150265139E-12
     8   0.111691526255E-09   0.963390424055E-15   0.297393299694E-17   0.200229007574E-12
     9   0.110854854928E-09   0.683062563215E-15   0.371853730628E-17   0.162348531972E-12
    10   0.110584453746E-09   0.578553135046E-15   0.454650326292E-17   0.137651596283E-12
    11   0.110689682917E-09   0.511047819279E-15   0.545802063344E-17   0.124698867534E-12
    12   0.111219677678E-09   0.446525536753E-15   0.645329212160E-17   0.121371717379E-12
    13   0.112023339620E-09   0.397894015884E-15   0.753252772225E-17   0.124231402511E-12
    14   0.112925302088E-09   0.380306415922E-15   0.869594041230E-17   0.129995306294E-12
    15   0.113935336339E-09   0.390182924368E-15   0.994374879242E-17   0.137318703794E-12
    16   0.115112001878E-09   0.420110036260E-15   0.112761723994E-16   0.145433917197E-12
    17   0.116523880061E-09   0.466071639607E-15   0.126934331278E-16   0.153943551654E-12
    18   0.118198232623E-09   0.526171736953E-15   0.141957504391E-16   0.162535320037E-12
    19   0.119987029849E-09   0.603597132060E-15   0.157833430004E-16   0.170867074570E-12
    20   0.121744137678E-09   0.702256226512E-15   0.174564235875E-16   0.178772956791E-12
    21   0.123506274500E-09   0.823861480220E-15   0.192152038787E-16   0.186822089539E-12
    22   0.125338582188E-09   0.968940044142E-15   0.210598872477E-16   0.195556313333E-12
    23   0.127237056921E-09   0.113547385044E-14   0.229906751364E-16   0.204673463678E-12
    24   0.129182962785E-09   0.132163392720E-14   0.250077581903E-16   0.213721357129E-12
    25   0.131167776868E-09   0.152889249217E-14   0.271113239514E-16   0.222491669591E-12
    26   0.133188067665E-09   0.175886733350E-14   0.293015465367E-16   0.230813645753E-12
    27   0.135250555821E-09   0.201045767881E-14   0.315785962485E-16   0.238422945054E-12
    28   0.137360291635E-09   0.228280307798E-14   0.339426277093E-16   0.245060624893E-12
    29   0.139505493481E-09   0.257872250820E-14   0.363937910967E-16   0.250582881877E-12
    30   0.141674890688E-09   0.290130572819E-14   0.389322190186E-16   0.254923403187E-12
    31   0.143876085243E-09   0.325104680147E-14   0.415580402210E-16   0.258210685011E-12
    32   0.146118398137E-09   0.362791100205E-14   0.442713645505E-16   0.260544337996E-12
    33   0.148399156284E-09   0.403234395233E-14   0.470722986417E-16   0.261713656484E-12
    34   0.150710453696E-09   0.446539741481E-14   0.499609287125E-16   0.261539257149E-12
    35   0.153035445352E-09   0.493006740807E-14   0.529373387841E-16   0.260277297905E-12
    36   0.155363738164E-09   0.542885745732E-14   0.560015916969E-16   0.258174993677E-12
    37   0.157719681668E-09   0.596035752451E-14   0.591537500906E-16   0.255008330810E-12
    38   0.160127849182E-09   0.652292441581E-14   0.623938545262E-16   0.250482448931E-12
    39   0.162578974101E-09   0.711789520805E-14   0.657219463058E-16   0.244490243091E-12
    40   0.165055331527E-09   0.774735185800E-14   0.691380440093E-16   0.236971549492E-12
    41   0.167542893859E-09   0.841303749673E-14   0.726421690110E-16   0.227877902419E-12
    42   0.170042418138E-09   0.911534068715E-14   0.762343195827E-16   0.217207606046E-12
    43   0.172558356951E-09   0.985431131594E-14   0.799144993362E-16   0.204970657753E-12
